Категорія,URL товару,Відгук
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Для Павла відповідь. Автономність не можу оцінити так,якою вона має бути. Я в бойових діях, тобто без мобільного зв'язку, завжди з павербанком і за місяць часу ніразу не заряджав телефон, коли менше половини було.Але у відпустці з ним встиг три дні побути і то не сильно юзав, орієнтовно на два дні точно не вистачить, день активної роботи витримає із деяким залишком заряду надіюсь. В іграх мені показувало, що на 4 години має вистачити. Щоб вам точніше знати про його автономність, краще на ютубі подивитися, де з різних сторін і в різних умовах багато хто тестує. От побув трохи з ним, довше години без перестанку не користувався ним, але очі звикали у мене до цього дисплею довгенько. Читав, що шим високий, але то може бути інша причина, що постійно в темряві з ним сиджу"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Напишіть будь ласка при вашому користуванні на скільки вистачає акумулятора. Подобається телефон.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Заряду батареї вистачає на 1-1.5 дня.Все залежить від навантажень та користання смартфону.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Привіт ви телефон купляли заразу чи оплату частинами?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Які навушники?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Ха-ха! Якщо хочете нормальний смартфон - забудьте про самсунг! Тут тільки велика переплата не зрозуміло за що! Зараз на ринку достатньо телефонів продвинутіше і дешевше, світ змінився!"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 В одному коменті Ви запитуєте: не зрозуміло, навіщо тут бездротова зарядка, а потім бездротову зарядку в переваги віднесли... дивно... як так?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Купи китайський шлакоблок, і буде щастя із швидкою зарядкою."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Обсяг батареї стосовно минулого смартфону s23 fe збільшився на 200mAh
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 На скільки при вашому користуванні вистачає заряду.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Добрий день, Павло! У даному смартфоні вбудований акумулятор ємністю 4700 мА·год, і його час роботи залежить від способу використання. В середньому:

1) Режим очікування – до 2-3 днів;
2) Перегляд відео (Wi-Fi, середня яскравість) – від 8 годин;
3) Інтернет-серфінг – від 7 годин;
4) Соцмережі та месенджери – від 9 годин;
5) Ігри (високе навантаження) – від 4 годин.
Тривалість роботи може змінюватися залежно від налаштувань і рівня навантаження.

У разі виникнення інших питань звертайтесь, будь ласка, за безкоштовним номером 0 800 50-20-00. Ми працюємо щодня з 09:00 до 20:00."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Тут приближення виконує роль макро. Норм те, але рамки як у бюджетного смартфону:("
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Щоб відрізнити фото з А55 і цього треба мікроскоп, а також не помітив різниці з попередником. Грубі рамки, малий функціонал оболонки і при тому купа непотрібного софту і реклами, автономність нище середнього, а телеоб'єктив не робить з нього флагмана! Не можливо користуватись при 60Гц, бо дуже фрізить - мій старий А32 при 60Гц в рази плавніший тож вважаю режим 60Гц навмисно зробили тугим щоб створити вау ефект від 120Гц."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Чому у Вас у подарунок Buds FE? Мають бути Buds 3...
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 привіт ти купляв зразу чи оплату частинами?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Так для цього випадку є S24, він менший"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Добрий день, Ірина! Дякуємо Вам за відгук!"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Вже є мільйон коментарів про відсутність зарядного пристрою у комплекті. Це такий еко тренд. У багатьох є по декілька зарядних пристроїв від попередніх гаджетів. А кому потрібен зарядний пристрій, купляють окремо. P.s. наприклад, в мене Є 11 зарядних пристроїв. Навіщо мені ЩЕ зарядні пристрої?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Підставка у вас під телефон цікава. Може є посилання де купити і що за виробник?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Бюджетний телефон це ксіомі) або самсунг А серії
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Бюджетний)
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Які вуха йшли подарунком ?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Добрий день! В подарунок навушники Samsung Galaxy Buds FE.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 А якої серії навушники отримали в подарунок ?!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 А нам дали звичайні навушники buds3
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,🔁 Так а які ж дають в подарунок PRO або ні ?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 А підскажіть будь-ласка, Ви отримали навушники серії Galaxy Buds3 Silver (що видно наче по відео) чи саме Galaxy Buds FE, що прописано в Акції ?!
Дякую"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Ми замовляли на чорну пятницю то було прописано 3 buds, а після чорної пятниці поміняли навушники. Подивіться тут у відгуках до жовтого телефона дали buds Pro навушники. Всім різні."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 Це не флагман, про це свідчать широченні рамки навколо дісплею."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721blbgeuc/p450350981/,"🔁 На скільки вистачає батареї,активного користування?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Слухайте а як думаєте, цього процесору вистачить на хоча би на 5 років стабільної роботи чи вже будуть лаги і чи значні"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Михайло,смотря для чего,если играете то не хватит,а в обычном использовании хватит конечно"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,🔁 К минусам также добавил бы отсутствие слота под карту памяти
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,🔁 А як екран на сонці себе веде? Чи гарно все видно?
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Подскажите, как вам камера?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Ви нічого не переплутали? Якщо третє фото це показники ""приладу"" стосовно М31, то де там взагалі цифра хоч близька до 4850?

І від яких таких невеликих навантажень він у вас грівся? Дайте конкретики. Бо в себе не помічав такого."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Денис, можливо ви щось наплутали.
Ви тестер бачите у перше? На фото показано зарядження при 9в 1,6А. На наступному фото з тестером кінець заряду. Якщо для ваших потреб (фото, відео) смартфона достатньо, то для моїх потреб (роботою з різними програмами) ємності 2800 від заявленої 5000 недостатньо. І це не є нормальна ємність. Це або брак виробництва, або виробник запхав свідомо акум на 4000mAh.
Нарахунок того що гріється, можливо з оновленням це виправлять. Я написав порівняння з моїм попереднім смартфоном того самого виробника."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Тарас, віддавайте у СЦ, якщо це брак, нехай повертають гроші. Це явно не нормально.
Щодо того, що телефон гріється, так усі блогери на ютюб розказують, що новинки не гріються взагалі під навантаженнями.

Може це типовий брак першої партії."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Скажіть, будь ласка, скільки тримає батерея???"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Це все дуже індивідуально та залежить від багатьох факторів: кількість встановлених додатків, 4G чи Wi-Fi, яскравість екрану, якими саме додатками користуєтесь та як довго, кількість дзвінків впродовж дня, чи користуєтесь режимом енергозбереження, чи увімкнена темна тема у телефоні і додатках тощо. Також треба брати до уваги режим заряджання батареї. Особисто я вмикаю зарядку при +/- 20% і автоматично вона вимикається при 80%. І на цей діапазон у +/- 60% телефон в мене тримається 1-3 доби. Загалом батареєю задоволений."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,🔁 По для сравнения фото можно было бы взять гугл пиксель. вы бы видели его фотки
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 опечатка в тексте, - Sony xperia 10 VI"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Всё так, кроме одного и очень важного - ONE UI. В других телефонах, нет данной супер оболочки.
И в плюсы еще можно записать огромную поддержку производителя, абсолютную безглючность и предсказуемость аппарата.
Так что, в какой-то мере, всё таки Samsung того стоит."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a366bzkgeuc/p484698789/,"🔁 Те, що вміє самсунг - не вміють ваші із вашого списку. Ніякий сяомі, леді, соні, що там ще у вас .... Якщо я за дві секунди можу вийняти текст із фото чи скріну, то на ваших мені потрібно мінімум 10 хвилин. А щоб його ще ""доправити"" кули мені слід - ще стільки ж. Так що про ціну тут не говоріть. Напхати модна чим завгодно, а от як воно все працює в купі , як взаємодіє- ви про це мову не підняли.
Я все дуття мала самсунги. І піддавшись на умовляння родичів ""девшої ціни при тих самих параметрах "" - купила сяомі за 20 к. Я плакала тиждень, місяць намагалась звикнути до відсутності якихось функцій, до ""невміння"" смартфону швидко вирішити мої пртреби. І продала . Я була в стресів весь час. .так що ви тут не розказуйте про цінники."
Телефони,https://rozetka.com.ua/ua/xiaomi-redmi-note-14-8-256gb-nfc-midnight-black-mezhdunarodnaya-versiya/p505025689/,"🔁 Дата випуску цього процесора 23.05.2022 і за 3 роки він став флагманом по ціні, енергоефективності та потужності графіки для середнього класу смартфонів. Той же Снеп 680 він випереджає приблизно на 40%, а розрекламованому 695му поступається лише на 10-13%.
Загалом 'фу воно старе' це девіз 'яблукозомбі', для них штампують на рік по кілька 'нових' гаджетів, що загалом зводиться до простого маркетингового ходу з витрушування їх гаманців."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Ти жартуєш? З книжками вже років 5 ніхто не ходить). Не вздумай, мужик."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Також подобається форм-фактор розкладного чохла (книжки), справа зручності.
В продажі є хороші варіанти. Є з чим порівняти, звичайний бампер - змінив до 10 шт скла за 7 років, чохол-книжка - 1 єдине скло за 6 років)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Лілія, ви що, судите про автономність S25 Ultra з використанням в Один день після покупки?!)) Це може ви 4к відоси знімали та на макс.яркості екрану користувалися, то да, батарея так уйде бистро. В мене він залізобетонно держить сутки (камера, ігруха Клеш, телега, вацап, звонки ну і так поклацать в інеті), 70на30 -- Wi-Fi та LTE, 6 часов екрана і 70...85% заряду акума уходить за сутки."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Потому что мобильный интернет потребляет в 2 а то и 3 раза быстрее расход батареи нежели wifi, это же элементарно понятно"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Плюс ещё мощный новый процессор так же потребляет довольно большого расхода батареи, по этому так"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 По більшості пунктів, це яких?
Камери - практично однакова якість фото/відео. В якихось ситуаціях краще один телефон в інших другий.
Заряд - тримають практично однаково. Ультра заряджається значно швидше.
Звук - по проводу, вт та з динаміків ультра краща. По вт просто на голову.
Швидкодія - все літає на обох, на ультрі приємніші анімації.
При навантаженні гріються однаково, не сильно.
Вібро - на айфоні трохи краще.
Екран - однаково круті, але на ультрі антиблік.
ШІ в розрахунок не беремо (тут все ясно), як і саму ОС (хто до чого звик, тут он люди є, які 10 років не можуть відбиток пальця зареєструвати).
Маємо що? Ультра або на рівні, або краще, коштує трохи дешевше."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Привіт. А який прямий конкурент цьому девайсу на Ваш погляд?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Ви дуже не засмучуйтесь. Коли руки такі , що стільки часу потрібно , щоб додати відбиток пальця , то краще айфон, є"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Чим користувався те і зявилось
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Про відбиток пал ця це правда і якийсь треш.
У мене s24 із внеменням відбитів пальців все було Ок.
Пле після останньої обнови телефон почав погано розпізгавати відбитки.Я видалив старі відбитки і спробував внести нові.Але мій Самсунг вперто не хоче це робити.
Ось такі макарони"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Так це проблема браузера, а не телефона.

Ну і Самсунг працює на росії, якщо що."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Це вже ж давно так
Боротьби регуляторів з монополим становищем гугла"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Потому что это браузер от Google, причем тут эти вопросы?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Ультра маленький? xD
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Если вы не в курсе, Samsung Galaxy S25 Ultra считается одним из самых больших смартфонов бизнес-класса с диагональю экрана 6,9 дюйма. Среди стандартных (не складных) моделей найти что-то большее сложно."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Через деякий час система адаптується і батарея буде тримати довше
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 ""оскільки поміняти товар куплений через інтернет не так і легко…""

Любий товар повертається прямо в магазин напротязі 14 днів, якщо Ви ще не знали цього."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Поміняти товар куплений в інтернет магазині дуже легко. Прочитайте умови повернення /заміни, клікніть кнопку ""повернення"" і відправте товар із зручної Вам ТК чи точки видачі."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Як на мене, флагамни треба змінювати як мінімум через роки 3-4. Інакше різниця дійсно не помітна буде. S23+ нормальний телефон. З ним ще 3 роки можна ходити і навіть через 5 років з дня релізу він все ще буде кращим, ніж будь-який середньобюджетний смратфон"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Чувак, у мене перший Самсунг (С7 Едж) був з браком олеофобки - ну, нічого замінили тупо весь дисплей, буває, з 2016 року браки не попадали потім
На щастя сервіс у них є і хороший, а це важливіше за ""ідеальний телефон""(у всіх телефонів є брак, це - виробництво)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Підкажіть, а перекладач в реальному часі працює? Чи для українців ним теж нереально користуватися?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Там два перекладача. Один перекладає в реальному часу коли вам телефонують (там потрібно обрати мову якою ви будере розмовляти, і мову якою буде розмовляти співбесідник), а інший ділить екран навпіл, і кожний говорить по черзі (аля ви підійшли на вулиці до людини десь закордоном і питаєте щось). Але обидві ці функції використовують ті самі мовні пакети. Української в них немає. Є англійська, німецька, китайська, арабська, в'єтнамська, гінді, корейська, нідерландстька, польська, португальська, російська, румунська, тайська, турецька, французька, шведська, японська, іспанська, італійська. Якщо ви мали на увазі щось інше, уточніть."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Нескладуха! Які півтора місяці?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Буква i из англ раскладки, да)?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Яким телефоном користувались до цього?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 І як саме ""класно"" відпрацьовує штучний інтелект? Поділіться вашими реальними кейсами, будь ласка"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Snapdragon і на S24 був вже, чи я помиляюся?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 S24U на снепі був, звичайні на ексіносі.
І ще якась старіша лінійка була вся на снепі, чи то 22 чи 23, не пам'ятаю."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 В мене s23ultra на снепдрегоні, і чому це one ui недолік?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Добрий день! Дякуємо за позитивну оцінку!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Добрий день! Дякуємо за відгук!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Віталій, поділіться, будь ласка, в чому ""варто"" переходити з s23U на s25U? Які реальні відмінності, що ви саме відчули?"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 За чією версією?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Ну очевидно за версією задоволеного користувача. Пишу з даного телефона. Ходив з S22U,24U зараз 25U (змінюю бо є фінансова можливість ліквідність та амортизація, походив рік, в ідеалі продав взяв новий) Самсунг не топ в камерах, і це мене трохи бісить, але на рахунок всіх і інших параметрів та дизайну, самсунг топ, для мене конкуренти йому це пікселі і айфони, Китай тільки камери. На ці телефони шалений попит на вторицчі ..Як на мене телефон достойний, в чомусь ідеал, в чомусь могли б підтягнути. Аде якщо зважити всі за і проти , це найкращий варіант...."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Добрий день! Дякуємо за Ваш відгук!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Нз, чому у вас такі дивні тактильні відчуття від телефону .... Так як я ще та розтяпа, ношу телефон в чохлі, але майже кожен вечір вдома знімаю його, і насолоджуюсь його дизайном та відчуттям в руці флагманських матеріалів.... Тонкі рамки, титанова рамка, екран, без чохла це топ.."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Добрий день! Вдячні за позитивний відгук!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Я теж придбав в Розетці. Теж саме скажу, всеидуже класно, процесор просто мега потужний, але чомусь батарея швидко сідає"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Це як треба користуватись телефоном, щоб вам не вистачало 6-8 годин екрана в день? Лягаєш спати, ставиш на зарядку, 100%
Як на мене батерка в 25У тримає достойно. І ще на додаток, що б ви розуміли, якщо у вас відкрито багато фонових завдань, телефон їх всі тримає в реальному часі, на те йде оперативка, проц і само собой батарея, помітив це, коли закриваю всі програми, все норм .."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Ну ви не перегинайте! У порівнянні навіть з моїм iphone 13pro,я не у захваті. Батарея слабіша! Якість картинки у iphone досі трохи сочніша!"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Якщо у вас старий айфон, то це не імба, ось і вся проблема :)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Як зараз розряджається акумулятор? Чи покращилась автономність з часом?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 не хотів би розчаровувати, але на фото не ultra"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Так це відгук і не про ультра :)
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Компактный ? Да здоровый очень
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 У Вас на фото не S25 Ultra
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Такий справжній і чесний відгук, ахахахах"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,🔁 Нещодавно замінив акум на S10 (G9730) в сервісному центрі samsung 2800грн.Працює як наче тільки купив телефон.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 Согласен на все 100%. Телефон шикарный, но не всем доступен."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s938bzkgeuc/p473275184/,"🔁 зазвичай протягом 4-5 днів після підтвердження покупки, але:
Бонусні гривні не нараховуються при купівлі товарів в кредит чи в оплату частинами."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Найсмішніше те, що ціна як раз дуже далеко від якості"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Это скорее всего вам попалась такая сборка, у меня уже полтора месяца в пользовании, никаких проблем,при активном использовании батарея на 50% разряжается за день,ну и вообще покупкой доволен"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 А бабуся в ігри грає?))
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Для Валерій: я так розумію, мова про пасьянс, шахи, доміно, більярд, тощо... p.s. думаЮ, що ці ігри потЯгне..."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Телефону нічого не станеться він в коробці де щільно прилягає до стінок , а що до того що немає пом'якшувальної плівки це недолік"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Ну так навіщо він такий потрібен ???
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 купіть собі навушники з роз'емом під туапси, такі е я собі купив і буде вам щастя..."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Вітаємо!

Рекомендуємо звернутися до технічної підтримки Samsung Україна для консультації, з'ясування причини складностей й отримання необхідних рекомендацій по їх усуненню:
посилання"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Добрый день. Решили проблему?
Тоже хочу такой телефон, но теперь боюсь брать."
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Дно повне
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Вітаємо!

Рекомендуємо звернутися до технічної підтримки Samsung Україна для консультації, з'ясування причини складностей й отримання необхідних рекомендацій по їх усуненню:
посилання"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Доброго дня! Дякуємо за звернення. Для вирішення питання зверніться, будь ласка, в службу підтримки за посиланням посилання"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Вітаємо!

Надаємо посилання на інструкцію де можна ознайомитись, як відкрити слот сім: посилання

У випадку, якщо слот не відкривається згідно інструкції, будь ласка, зверніться до технічної підтримки Samsung для вирішення питання: посилання"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Погоджуюсь з вами це підвал 100%
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Можете викласти фото пакування?
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 мені здається треба було купувати цей телефон не в розетці. придбали у магазині, упаковка адекватна"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 ви б ще з 5 айфоном порівняли )))
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Дякую за Вашу відповідь, Ваша думка мені аж ніяк не цікава)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 вона може і краща, але з часом буде регрес, що вам зранку до 8 вечора ледь вистачить батареї при активному користуванні (соц.мережі, ютуб, ігри). кажу як користувач самсунгу м14 (рік минув)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 А що ви хотіли за такі гроші :|
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Що ви хотіли від бюджетного сегменту?
Навіть не всі субфлагмани мають 4К"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 a34 гарний але ціна завищена
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Ви вставили карту пам'яті та сім. Або 2 сім без карти пам'яті. Все так, як написано в характеристиках. Будьте більш уважними перед придбанням товару. Є 14 днів для повернення"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Можете спробувати вставити другу сім карту в роз'єм для SSD карти я пробував все працює.
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Бред. Если не умеете пользоваться, не вводите других в заблуждение((("
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Для чого вам 8/256, якщо ви майже не використовуєте смартфон?
Такі параметри потрібні тим, хто активно користується і заряджає щодня, а не раз на 5 днів"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,"🔁 Ви написали що ""радує що е оновлення ОС 4 рази в офісних умовах телефон живе 3 -4 роки"" це ви точно написали про Samsung a16 бо він має оновлення до 6 років і вийшов тільки у 2024 році"
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 А тоді чому не купили айфон купив Samsung а я хочу айфон тоді нащо Samsung купляли а не айфон
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 Хагааааа Красава!!!
Телефони,https://rozetka.com.ua/ua/samsung-sm-a165fzkceuc/p459692389/,🔁 А в чём минус процессора сторонней компании?
